"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-06-09 00:00:00","2024-06-09 07:43:00","Chinatown","Assault","Assault","Cite or Arrest Adult","Central","Battery","240360911"
"2024-06-09 00:00:00","2024-06-09 07:43:00","Chinatown","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Resisting, Delaying, or Obstructing  Peace Officer Duties","240360911"
"2024-06-09 00:00:00","2024-06-09 08:30:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Building, >$950","240362280"
"2024-06-09 00:00:00","2024-06-09 08:56:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","240360977"
"2024-06-09 00:00:00","2024-06-09 08:56:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Trespassing","240360977"
"2024-06-09 00:00:00","2024-06-09 08:56:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","240360977"
"2024-06-09 00:00:00","2024-06-09 09:00:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, Other Property, >$950","246074653"
"2024-06-09 00:00:00","2024-06-09 09:13:00","Mission","Drug Offense","Drug Offense","Cite or Arrest Adult","Mission","Narcotics Paraphernalia, Possession of","240360983"
"2024-06-09 00:00:00","2024-06-09 09:20:00","Noe Valley","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Animal, Cruelty to","240361210"
"2024-06-09 00:00:00","2024-06-09 09:28:00","Mission","Assault","Assault","Open or Active","Southern","Battery","240360999"
"2024-06-09 00:00:00","2024-06-09 09:28:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Vehicle","240360999"
"2024-06-09 00:00:00","2024-06-09 09:30:00","Haight Ashbury","Burglary","Burglary","Cite or Arrest Adult","Park","Burglary, Non-residential, Unlawful Entry","240361000"
"2024-06-09 00:00:00","2024-06-09 10:25:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Dept. Of Corrections","240361129"
"2024-06-09 00:00:00","2024-06-09 10:25:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","240361129"
"2024-06-09 00:00:00","2024-06-09 10:25:00","Bernal Heights","Stolen Property","Stolen Property","Cite or Arrest Adult","Ingleside","Stolen Property, Possession with Knowledge, Receiving","240361038"
"2024-06-09 00:00:00","2024-06-09 10:30:00","Western Addition","Recovered Vehicle","Recovered Vehicle","Open or Active","Northern","Vehicle, Recovered, Auto","240360278"
"2024-06-09 00:00:00","2024-06-09 10:30:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Open or Active","Tenderloin","Terrorist Threats","240361163"
"2024-06-09 00:00:00","2024-06-09 10:46:00","Lone Mountain/USF","Suspicious Occ","Suspicious Occ","Open or Active","Park","Suspicious Occurrence","240365585"
"2024-06-09 00:00:00","2024-06-09 10:55:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","240361157"
"2024-06-09 00:00:00","2024-06-09 11:00:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Residence, Att. Forcible Entry","240361298"
"2024-06-09 00:00:00","2024-06-09 11:00:00","Mission Bay","Missing Person","Missing Person","Open or Active","Southern","Found Person","240362014"
"2024-06-09 00:00:00","2024-06-09 11:00:00","Marina","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","240361298"
"2024-06-09 00:00:00","2024-06-09 11:01:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Battery","240361351"
"2024-06-09 00:00:00","2024-06-09 11:03:00","Mission","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","240361107"
"2024-06-09 00:00:00","2024-06-09 11:03:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving, License Suspended or Revoked","240361107"
"2024-06-09 00:00:00","2024-06-09 11:16:00","Presidio Heights","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, Shoplifting, $200-$950","240363200"
"2024-06-09 00:00:00","2024-06-09 11:30:00","Potrero Hill","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240362105"
"2024-06-09 00:00:00","2024-06-09 11:40:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Conspiracy","240361254"
"2024-06-09 00:00:00","2024-06-09 11:40:00","Tenderloin","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, >$950","240361254"
"2024-06-09 00:00:00","2024-06-09 11:40:00","Tenderloin","Fraud","Fraud","Cite or Arrest Adult","Central","False Personation","240361254"
"2024-06-09 00:00:00","2024-06-09 11:50:00","Castro/Upper Market","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Enroute To Outside Jurisdiction","240361185"
"2024-06-09 00:00:00","2024-06-09 11:50:00","Castro/Upper Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Resisting, Delaying, or Obstructing  Peace Officer Duties","240361185"
"2024-06-09 00:00:00","2024-06-09 11:50:00","Castro/Upper Market","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Local SF Warrant","240361185"
"2024-06-09 00:00:00","2024-06-09 12:00:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen & Recovered","240365080"
"2024-06-09 00:00:00","2024-06-09 12:22:00","Financial District/South Beach","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Central","Vehicle, Recovered, Auto","240361232"
"2024-06-09 00:00:00","2024-06-09 12:24:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Evading a Police Officer Recklessly","240361226"
"2024-06-09 00:00:00","2024-06-09 12:30:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Exceptional Adult","Central","Investigative Detention","240361317"
"2024-06-09 00:00:00","2024-06-09 12:30:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Exceptional Adult","Central","Theft, Shoplifting, $50-$200","240361317"
"2024-06-09 00:00:00","2024-06-09 12:39:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Driving While Under The Influence Of Drugs","240361408"
"2024-06-09 00:00:00","2024-06-09 12:39:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Driving, License Suspended or Revoked","240361408"
"2024-06-09 00:00:00","2024-06-09 12:39:00","Western Addition","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Northern","Traffic Violation Arrest","240361408"
"2024-06-09 00:00:00","2024-06-09 12:55:00","Bayview Hunters Point","Courtesy Report","Courtesy Report","Open or Active","Central","Courtesy Report","240361339"
"2024-06-09 00:00:00","2024-06-09 13:00:00","Mission","Missing Person","Missing Person","Open or Active","Mission","Missing Adult","240362650"
"2024-06-09 00:00:00","2024-06-09 13:00:00","Western Addition","Assault","Assault","Open or Active","Northern","Assault, Aggravated, W/ Knife","240362064"
"2024-06-09 00:00:00","2024-06-09 13:00:00","Western Addition","Disorderly Conduct","Disorderly Conduct","Open or Active","Northern","Terrorist Threats","240362064"
"2024-06-09 00:00:00","2024-06-09 13:05:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Central","Aided Case","240361414"
"2024-06-09 00:00:00","2024-06-09 13:05:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Controlled Substance Offense","240346369"
"2024-06-09 00:00:00","2024-06-09 13:05:00","South of Market","Assault","Assault","Cite or Arrest Adult","Southern","Assault, Aggravated, W/ Other Weapon","240346369"
"2024-06-09 00:00:00","2024-06-09 13:06:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Truck","240360626"
"2024-06-09 00:00:00","2024-06-09 13:30:00","Russian Hill","Burglary","Burglary","Open or Active","Central","Burglary, Residence, Forcible Entry","240365375"
"2024-06-09 00:00:00","2024-06-09 13:34:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240361458"
"2024-06-09 00:00:00","2024-06-09 13:40:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Bicycle, $200-$950","240361420"
"2024-06-09 00:00:00","2024-06-09 13:47:00","Financial District/South Beach","Robbery","Robbery","Open or Active","Central","Shoplifting, Force against Agent","240365535"
"2024-06-09 00:00:00","2024-06-09 14:06:00","Bayview Hunters Point","Missing Person","Missing Person","Open or Active","Bayview","Found Person","240359522"
"2024-06-09 00:00:00","2024-06-09 14:15:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Battery, former Spouse or Dating Relationship","240360795"
"2024-06-09 00:00:00","2024-06-09 14:30:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Unlocked Vehicle, >$950","246074788"
"2024-06-09 00:00:00","2024-06-09 14:34:00","Bayview Hunters Point","Other Offenses","Other Offenses","Open or Active","Bayview","License Plate, Found","240361505"
"2024-06-09 00:00:00","2024-06-09 15:30:00","Tenderloin","Recovered Vehicle","Recovered Vehicle","Open or Active","Northern","Vehicle, Recovered, Auto","240359516"
"2024-06-09 00:00:00","2024-06-09 15:43:00","Financial District/South Beach","","","Open or Active","Central","Cryptocurrency Related Crime (secondary code only)","240362973"
"2024-06-09 00:00:00","2024-06-09 15:43:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Southern","Vehicle, Recovered, Stolen outside SF","240361583"
"2024-06-09 00:00:00","2024-06-09 15:43:00","Financial District/South Beach","Fraud","Fraud","Open or Active","Central","False Personation to Receive Money or Property","240362973"
"2024-06-09 00:00:00","2024-06-09 16:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","License Plate, Stolen","240365096"
"2024-06-09 00:00:00","2024-06-09 16:00:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","240365381"
"2024-06-09 00:00:00","2024-06-09 16:00:00","Noe Valley","Burglary","Burglary","Open or Active","Mission","Burglary, Residence Under Constr, Forcible Entry","240362484"
"2024-06-09 00:00:00","2024-06-09 16:03:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Mental Health Detention","240361652"
"2024-06-09 00:00:00","2024-06-09 16:08:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, $50-$200","246074697"
"2024-06-09 00:00:00","2024-06-09 16:45:00","Outer Richmond","Recovered Vehicle","Recovered Vehicle","Open or Active","Richmond","Vehicle, Recovered, Auto","240361282"
"2024-06-09 00:00:00","2024-06-09 17:00:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Found  Property","240361787"
"2024-06-09 00:00:00","2024-06-09 17:00:00","Mission","Miscellaneous Investigation","Miscellaneous Investigation","Unfounded","Mission","Miscellaneous Investigation","240361674"
"2024-06-09 00:00:00","2024-06-09 17:00:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","License Plate or Tab, Theft of","240361743"
"2024-06-09 00:00:00","2024-06-09 17:00:00","Potrero Hill","Larceny Theft","Larceny Theft","Open or Active","Bayview","License Plate, Stolen","240366624"
"2024-06-09 00:00:00","2024-06-09 17:07:00","Tenderloin","Assault","Assault","Open or Active","Central","Battery","240361771"
"2024-06-09 00:00:00","2024-06-09 17:15:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Trespassing","240362111"
"2024-06-09 00:00:00","2024-06-09 17:33:00","Oceanview/Merced/Ingleside","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Taraval","Miscellaneous Investigation","240361812"
"2024-06-09 00:00:00","2024-06-09 17:38:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Shoplifting, >$950","240362923"
"2024-06-09 00:00:00","2024-06-09 17:38:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Battery","240361793"
"2024-06-09 00:00:00","2024-06-09 17:38:00","Bayview Hunters Point","Non-Criminal","Non-Criminal","Open or Active","Bayview","Aided Case","240361793"
"2024-06-09 00:00:00","2024-06-09 17:38:00","Bayview Hunters Point","Disorderly Conduct","Disorderly Conduct","Open or Active","Bayview","Terrorist Threats","240361793"
"2024-06-09 00:00:00","2024-06-09 17:38:00","Hayes Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Conspiracy","240362923"
"2024-06-09 00:00:00","2024-06-09 17:44:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240361884"
"2024-06-09 00:00:00","2024-06-09 17:44:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","240361884"
"2024-06-09 00:00:00","2024-06-09 17:44:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Opiates Offense","240361884"
"2024-06-09 00:00:00","2024-06-09 17:45:00","Hayes Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Driving, Reckless","240361806"
"2024-06-09 00:00:00","2024-06-09 17:45:00","Hayes Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Evading a Police Officer Recklessly","240361806"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Outer Richmond","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Richmond","Vehicle, Stolen, Auto","240362989"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Financial District/South Beach","Assault","Assault","Open or Active","Central","Assault, Aggravated, W/ Force","240361834"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","240361890"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Mission","Recovered Vehicle","Recovered Vehicle","Open or Active","Southern","Vehicle, Recovered, Auto","240361890"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Financial District/South Beach","Robbery","Robbery","Open or Active","Central","Robbery, W/ Force","240361834"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, W/ Other Weapon","240363987"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Mission","Assault","Assault","Open or Active","Mission","Battery","240362020"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Outer Richmond","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Richmond","Vehicle, Stolen, Auto","240363028"
"2024-06-09 00:00:00","2024-06-09 18:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen & Recovered","240362321"
"2024-06-09 00:00:00","2024-06-09 18:28:00","Lone Mountain/USF","Robbery","Robbery","Open or Active","Richmond","Robbery, W/ Gun","240361969"
"2024-06-09 00:00:00","2024-06-09 18:30:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Assault, Aggravated, W/ Other Weapon","240362058"
"2024-06-09 00:00:00","2024-06-09 18:35:00","Lakeshore","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Act Towards Female","240361925"
"2024-06-09 00:00:00","2024-06-09 18:35:00","Lakeshore","Other Miscellaneous","Other Miscellaneous","Open or Active","Taraval","Investigative Detention","240361925"
