"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-04-13 00:00:00","2024-04-13 02:00:00","Tenderloin","Robbery","Robbery","Open or Active","Tenderloin","Robbery, W/ Force","240237166"
"2024-04-13 00:00:00","2024-04-13 02:00:00","Visitacion Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","State Code Felony (general)","240231055"
"2024-04-13 00:00:00","2024-04-13 02:00:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240232235"
"2024-04-13 00:00:00","2024-04-13 02:07:00","Inner Sunset","Burglary","Burglary","Open or Active","Taraval","Burglary, Hot Prowl, Unlawful Entry","240231061"
"2024-04-13 00:00:00","2024-04-13 02:30:00","Marina","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240231118"
"2024-04-13 00:00:00","2024-04-13 02:33:00","Sunset/Parkside","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Vandalism to Vehicle","240231077"
"2024-04-13 00:00:00","2024-04-13 02:48:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Force","240231102"
"2024-04-13 00:00:00","2024-04-13 03:00:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, Residence, W/ Gun","240231174"
"2024-04-13 00:00:00","2024-04-13 03:06:00","Outer Mission","Burglary","Burglary","Cite or Arrest Adult","Ingleside","Burglary, Residence, Unlawful Entry","240231124"
"2024-04-13 00:00:00","2024-04-13 04:00:00","South of Market","Lost Property","Lost Property","Open or Active","Southern","Lost Property","240234037"
"2024-04-13 00:00:00","2024-04-13 04:24:00","Golden Gate Park","Warrant","Warrant","Cite or Arrest Adult","Richmond","Warrant Arrest, Enroute To Outside Jurisdiction","240231196"
"2024-04-13 00:00:00","2024-04-13 04:25:00","North Beach","Missing Person","Missing Person","Open or Active","Central","Found Person","240231168"
"2024-04-13 00:00:00","2024-04-13 04:45:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Gun","240231180"
"2024-04-13 00:00:00","2024-04-13 04:52:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To US Marshall","240231209"
"2024-04-13 00:00:00","2024-04-13 05:00:00","Oceanview/Merced/Ingleside","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Vandalism to Vehicle","240233493"
"2024-04-13 00:00:00","2024-04-13 05:40:00","Haight Ashbury","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Park","Malicious Mischief, Vandalism to Property","240231566"
"2024-04-13 00:00:00","2024-04-13 06:00:00","Mission","Suspicious Occ","Suspicious Occ","Open or Active","Mission","Suspicious Occurrence","240232019"
"2024-04-13 00:00:00","2024-04-13 06:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, <$50","240231992"
"2024-04-13 00:00:00","2024-04-13 06:59:00","Lakeshore","Non-Criminal","Non-Criminal","Open or Active","Taraval","Mental Health Detention","240231265"
"2024-04-13 00:00:00","2024-04-13 07:50:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Northern","License Plate, Stolen","240234128"
"2024-04-13 00:00:00","2024-04-13 08:15:00","Haight Ashbury","Warrant","Warrant","Cite or Arrest Adult","Park","Warrant Arrest, Local SF Warrant","240003735"
"2024-04-13 00:00:00","2024-04-13 08:15:00","Russian Hill","Burglary","Burglary","Open or Active","Central","Burglary, Other Bldg., Forcible Entry","240233352"
"2024-04-13 00:00:00","2024-04-13 08:20:00","North Beach","Burglary","Burglary","Open or Active","Central","Burglary, Apartment House, Att. Forcible Entry","240235182"
"2024-04-13 00:00:00","2024-04-13 09:30:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, $50-$200","240234112"
"2024-04-13 00:00:00","2024-04-13 09:40:00","Bayview Hunters Point","Sex Offense","Sex Offense","Cite or Arrest Adult","Bayview","Sex Offender, Failure To Register for Sexual Assault of Adult","240231431"
"2024-04-13 00:00:00","2024-04-13 09:43:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Breaking Windows","240231453"
"2024-04-13 00:00:00","2024-04-13 09:50:00","Mission","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Enroute To Adult Authority","240231516"
"2024-04-13 00:00:00","2024-04-13 09:50:00","Mission","Drug Offense","Drug Offense","Cite or Arrest Adult","Mission","Narcotics Paraphernalia, Possession of","240231516"
"2024-04-13 00:00:00","2024-04-13 09:50:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Battery, former Spouse or Dating Relationship","240231516"
"2024-04-13 00:00:00","2024-04-13 09:51:00","West of Twin Peaks","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","240231271"
"2024-04-13 00:00:00","2024-04-13 10:00:00","Marina","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Central","Vehicle, Stolen, Motorcycle","240235988"
"2024-04-13 00:00:00","2024-04-13 11:00:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","240231726"
"2024-04-13 00:00:00","2024-04-13 11:00:00","Oceanview/Merced/Ingleside","Larceny Theft","Larceny Theft","Open or Active","Ingleside","License Plate, Stolen","240236685"
"2024-04-13 00:00:00","2024-04-13 11:15:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","240231748"
"2024-04-13 00:00:00","2024-04-13 11:15:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Pickpocket, $200-$950","240232188"
"2024-04-13 00:00:00","2024-04-13 11:27:00","Mission Bay","Vandalism","Vandalism","Open or Active","Bayview","Vehicle, Tampering","240231572"
"2024-04-13 00:00:00","2024-04-13 11:27:00","Mission Bay","Other Offenses","Other Offenses","Open or Active","Bayview","License Plate, Found","240231572"
"2024-04-13 00:00:00","2024-04-13 11:27:00","Mission Bay","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Vehicle","240231572"
"2024-04-13 00:00:00","2024-04-13 11:30:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, $200-$950","240231704"
"2024-04-13 00:00:00","2024-04-13 11:52:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Controlled Substance, Possession For Sale","240231629"
"2024-04-13 00:00:00","2024-04-13 11:52:00","Tenderloin","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Tenderloin","Stay Away or Court Order, Non-DV Related","240231629"
"2024-04-13 00:00:00","2024-04-13 12:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","240233158"
"2024-04-13 00:00:00","2024-04-13 12:00:00","Sunset/Parkside","Stolen Property","Stolen Property","Open or Active","Taraval","Stolen Property, Possession with Knowledge, Receiving","240233158"
"2024-04-13 00:00:00","2024-04-13 12:00:00","Chinatown","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","240234316"
"2024-04-13 00:00:00","2024-04-13 12:11:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","240231710"
"2024-04-13 00:00:00","2024-04-13 12:20:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240226664"
"2024-04-13 00:00:00","2024-04-13 12:28:00","Twin Peaks","Assault","Assault","Open or Active","Park","Battery","240231685"
"2024-04-13 00:00:00","2024-04-13 12:28:00","Twin Peaks","Other Miscellaneous","Other Miscellaneous","Open or Active","Park","State Code Felony (general)","240231685"
"2024-04-13 00:00:00","2024-04-13 12:32:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240231732"
"2024-04-13 00:00:00","2024-04-13 13:00:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Aided Case","240231782"
"2024-04-13 00:00:00","2024-04-13 13:00:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","240231782"
"2024-04-13 00:00:00","2024-04-13 13:00:00","Mission Bay","Non-Criminal","Non-Criminal","Open or Active","Southern","Firearm, Turned In by Public","240231914"
"2024-04-13 00:00:00","2024-04-13 13:05:00","Western Addition","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","240231801"
"2024-04-13 00:00:00","2024-04-13 13:25:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Vehicle","240232138"
"2024-04-13 00:00:00","2024-04-13 13:30:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Vehicle","240231776"
"2024-04-13 00:00:00","2024-04-13 13:30:00","Sunset/Parkside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Firearm, Turned In by Public","240232150"
"2024-04-13 00:00:00","2024-04-13 13:31:00","Bayview Hunters Point","Vehicle Impounded","Vehicle Impounded","Open or Active","Bayview","Vehicle, Impounded","240231817"
"2024-04-13 00:00:00","2024-04-13 13:45:00","Haight Ashbury","Assault","Assault","Open or Active","Park","Battery","240231851"
"2024-04-13 00:00:00","2024-04-13 13:55:00","South of Market","Other","Other","Open or Active","Southern","Death Report, Cause Unknown","240231895"
"2024-04-13 00:00:00","2024-04-13 14:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Pickpocket, $200-$950","240236118"
"2024-04-13 00:00:00","2024-04-13 14:00:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","License Plate, Stolen","240232310"
"2024-04-13 00:00:00","2024-04-13 14:20:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","246050415"
"2024-04-13 00:00:00","2024-04-13 14:30:00","Financial District/South Beach","Non-Criminal","Non-Criminal","Open or Active","Central","Found  Property","240233697"
"2024-04-13 00:00:00","2024-04-13 15:00:00","Marina","Fraud","Fraud","Open or Active","Northern","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","240234156"
"2024-04-13 00:00:00","2024-04-13 15:00:00","Pacific Heights","Assault","Assault","Open or Active","Northern","Battery","240217453"
"2024-04-13 00:00:00","2024-04-13 15:00:00","Outer Mission","Lost Property","Lost Property","Open or Active","Ingleside","Lost Property","240235502"
"2024-04-13 00:00:00","2024-04-13 15:25:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Building, $200-$950","240232047"
"2024-04-13 00:00:00","2024-04-13 15:45:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Unlocked Vehicle, $200-$950","240232207"
"2024-04-13 00:00:00","2024-04-13 15:56:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Building, >$950","240232097"
"2024-04-13 00:00:00","2024-04-13 16:00:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Vehicle","240232122"
"2024-04-13 00:00:00","2024-04-13 16:00:00","Hayes Valley","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Northern","Malicious Mischief, Vandalism to Vehicle","240232100"
"2024-04-13 00:00:00","2024-04-13 16:00:00","Visitacion Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240233631"
"2024-04-13 00:00:00","2024-04-13 16:01:00","Japantown","Non-Criminal","Non-Criminal","Unfounded","Northern","Found  Property","240233095"
"2024-04-13 00:00:00","2024-04-13 16:04:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240232025"
"2024-04-13 00:00:00","2024-04-13 16:04:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Narcotics Paraphernalia, Possession of","240232025"
"2024-04-13 00:00:00","2024-04-13 16:30:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Shoplifting, $200-$950","240235762"
"2024-04-13 00:00:00","2024-04-13 16:34:00","Inner Richmond","Robbery","Robbery","Open or Active","Richmond","Robbery, Att., Street or Public Place, W/ Force","240232439"
"2024-04-13 00:00:00","2024-04-13 16:37:00","Mission","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","240232144"
"2024-04-13 00:00:00","2024-04-13 16:37:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Resisting, Delaying, or Obstructing  Peace Officer Duties","240232144"
"2024-04-13 00:00:00","2024-04-13 17:18:00","Mission","Miscellaneous Investigation","Miscellaneous Investigation","Cite or Arrest Adult","Mission","Miscellaneous Investigation","240232263"
"2024-04-13 00:00:00","2024-04-13 17:18:00","Mission","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Mission","Traffic Violation Arrest","240232263"
"2024-04-13 00:00:00","2024-04-13 17:18:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Driving, No License Issued","240232263"
"2024-04-13 00:00:00","2024-04-13 17:30:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Force","240232241"
"2024-04-13 00:00:00","2024-04-13 17:30:00","Oceanview/Merced/Ingleside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Vehicle Strip, >$950","240233368"
"2024-04-13 00:00:00","2024-04-13 17:37:00","Financial District/South Beach","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","240232843"
"2024-04-13 00:00:00","2024-04-13 17:50:00","Bayview Hunters Point","Vandalism","Vandalism","Open or Active","Bayview","Vehicle, Tampering","240232257"
"2024-04-13 00:00:00","2024-04-13 17:57:00","Excelsior","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Ingleside","Miscellaneous Investigation","240232291"
"2024-04-13 00:00:00","2024-04-13 18:00:00","Financial District/South Beach","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Central","Vehicle, Stolen, Auto","240233625"
"2024-04-13 00:00:00","2024-04-13 18:00:00","Financial District/South Beach","Recovered Vehicle","Recovered Vehicle","Open or Active","Central","Vehicle, Recovered, Auto","240233625"
"2024-04-13 00:00:00","2024-04-13 18:00:00","West of Twin Peaks","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240233227"
"2024-04-13 00:00:00","2024-04-13 18:30:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","240232558"
"2024-04-13 00:00:00","2024-04-13 18:40:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Bayview","Animal, Cruelty to","240230665"
"2024-04-13 00:00:00","2024-04-13 18:40:00","Bayview Hunters Point","Assault","Assault","Cite or Arrest Adult","Bayview","Assault, Aggravated, W/ Gun","240230665"
"2024-04-13 00:00:00","2024-04-13 18:40:00","Bayview Hunters Point","Assault","Assault","Cite or Arrest Adult","Bayview","Assault, Att. Homicide, W/ Gun","240230665"
"2024-04-13 00:00:00","2024-04-13 18:53:00","Financial District/South Beach","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Southern","Terrorist Threats","240232332"
"2024-04-13 00:00:00","2024-04-13 18:53:00","Financial District/South Beach","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Methamphetamine Offense","240232332"
"2024-04-13 00:00:00","2024-04-13 18:57:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Shoplifting, $200-$950","246050631"
"2024-04-13 00:00:00","2024-04-13 19:00:00","Inner Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Vehicle","240233459"
"2024-04-13 00:00:00","2024-04-13 19:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Locked Vehicle, $200-$950","240236146"
